"","min.OR.overall","min.RR.overall","min.OR.perday","min.RR.perday","ve.susc","ve.infect","contact.increase"
"1",0.105904350292177,0.100000377719351,0.0999053219719825,0.0999052926457334,0.1,0,1
"2",0.0926995644272434,0.0883751456959146,0.0868623028850216,0.0868078863751167,0.1,0,1.02
"3",0.0793807899622454,0.0758251102119906,0.0736670254700038,0.073615300733744,0.1,0,1.04
"4",0.0659488013373265,0.063040060767265,0.0603729529652127,0.0603286678069397,0.1,0,1.06
"5",0.0524042544778999,0.0501131326190098,0.0469864276816037,0.0469504229460764,0.1,0,1.08
"6",0.0387476741221949,0.0370537234156063,0.0335095155194659,0.0334826926002189,0.1,0,1.1
"7",0.0249794411311794,0.0238739663604322,0.0199442681965236,0.019927592482302,0.1,0,1.12
"8",0.0110997896002508,0.0106275737702525,0.00629273334066061,0.00628723780057172,0.1,0,1.14
"9",-0.0028912180632803,-0.00276319818296233,-0.00744304613016533,-0.00743625720039232,0.1,0,1.16
"10",-0.0169936887339512,-0.016199535082928,-0.0212610332685674,-0.0212407803326142,0.1,0,1.18
"11",-0.0312079240501515,-0.0297508124547279,-0.0351591993525484,-0.0351242235448692,0.1,0,1.2
"12",-0.0455428842617747,-0.043378681323996,-0.0491355197335013,-0.0490844785978888,0.1,0,1.22
"13",-0.0600284589684883,-0.0570411197949401,-0.0631879829801911,-0.0631194460128384,0.1,0,1.24
"14",-0.0746364038864071,-0.0708495648662379,-0.0773145844752747,-0.0772270284841114,0.1,0,1.26
"15",-0.0893688162219239,-0.0847055128548166,-0.0915133294727954,-0.0914051337386299,0.1,0,1.28
"16",-0.104256128547277,-0.0985929087139754,-0.105782233475775,-0.105655574569512,0.1,0,1.3
"17",-0.119346541965068,-0.112586796750206,-0.120119322387042,-0.119981825739959,0.1,0,1.32
"18",-0.134620835653104,-0.126668917908497,-0.134522636408674,-0.13437481927262,0.1,0,1.34
"19",-0.15016780203662,-0.140780598934713,-0.148997435978014,-0.148832652966571,0.1,0,1.36
"20",-0.166033022381209,-0.154917055608471,-0.163541825790891,-0.16335343336584,0.1,0,1.38
"21",-0.182186837581646,-0.169174469288957,-0.178148983039607,-0.177935245255406,0.1,0,1.4
