"","min.OR.overall","min.RR.overall","min.OR.perday","min.RR.perday","ve.susc","ve.infect"
"214",-0.298435292078523,-0.261225415865734,-0.266753551096418,-0.266362980664772,0.08,0.18
"215",-0.295171485392441,-0.259041892320607,-0.26448895518061,-0.26414765029608,0.08,0.2
"216",-0.29198368719704,-0.256618947470111,-0.2621131913716,-0.261815113869252,0.08,0.22
"217",-0.288716487281088,-0.254243702294962,-0.259689548470472,-0.259360191522423,0.08,0.24
"218",-0.285227861712102,-0.251806244026893,-0.257170514454194,-0.256808528268809,0.08,0.26
"219",-0.281612419909738,-0.249091699762935,-0.254518719570436,-0.254206777704895,0.08,0.28
"220",-0.278049132884105,-0.246412398229453,-0.251727234821033,-0.251458620888724,0.08,0.3
"221",-0.273789315994711,-0.243590162133007,-0.248849521216115,-0.248557091486765,0.08,0.32
"222",-0.270189434324723,-0.240496943399274,-0.245849076875504,-0.2455470873065,0.08,0.34
"223",-0.265791556115703,-0.237494971150262,-0.242680351592649,-0.242423895760226,0.08,0.36
"224",-0.261365446246375,-0.234133511114804,-0.239355404834353,-0.23911615047937,0.08,0.38
"225",-0.257044832660948,-0.230794480627017,-0.235912956213312,-0.235642711974115,0.08,0.4
"226",-0.252265639596298,-0.227122822781368,-0.232266377518275,-0.232040173438252,0.08,0.42
"227",-0.247143496547825,-0.223421151202759,-0.228434182496499,-0.228214280195574,0.08,0.44
"228",-0.241921501689876,-0.21936922825506,-0.224429769678737,-0.224206529323571,0.08,0.46
"229",-0.236625468737269,-0.215252375471506,-0.22017591902992,-0.219991887580633,0.08,0.48
"230",-0.231012532423327,-0.210837893627348,-0.215729669484508,-0.21552062531218,0.08,0.5
"231",-0.22509872885013,-0.206123642387052,-0.211009017811784,-0.210839172666858,0.08,0.52
"232",-0.218882540072118,-0.201247552316209,-0.206036448351052,-0.205850847877236,0.08,0.54
"233",-0.212348359336867,-0.196055264912211,-0.200757648108795,-0.200609123589267,0.08,0.56
"234",-0.205474821122811,-0.19053435890125,-0.195180638349432,-0.195024576244606,0.08,0.58
"235",-0.19837128166031,-0.184671800045968,-0.189238389140668,-0.189111053644703,0.08,0.6
"236",-0.190869703106529,-0.178442964869072,-0.182947185997612,-0.182823126366535,0.08,0.62
"237",-0.182930433517076,-0.171811935672876,-0.176238767584884,-0.176116799064074,0.08,0.64
"238",-0.174587947728389,-0.164732623874118,-0.169079630117531,-0.168975376018682,0.08,0.66
"239",-0.165844846523527,-0.157170217600895,-0.16143861960167,-0.161350985657319,0.08,0.68
"240",-0.156599739068495,-0.149115291995327,-0.153271122854335,-0.153190806166345,0.08,0.7
"241",-0.146883676916681,-0.140454311697466,-0.144517336043777,-0.144445813135626,0.08,0.72
"242",-0.136640880718173,-0.131164095789458,-0.135122352189409,-0.135060537769829,0.08,0.74
"243",-0.125824368729679,-0.121190494826764,-0.12502351675787,-0.124971752716161,0.08,0.76
"244",-0.114369415747698,-0.110466207002009,-0.114155147245681,-0.114109417032481,0.08,0.78
"245",-0.102175561093228,-0.0988951675527896,-0.102441829656951,-0.102403927743468,0.08,0.8
"246",-0.089128770150285,-0.0864128303375218,-0.0897959418503507,-0.0897679337958712,0.08,0.82
"247",-0.075117270447528,-0.0729260282297404,-0.0761375396280783,-0.0761152319651131,0.08,0.84
"248",-0.0600380512860268,-0.0583530610904273,-0.0613692636981646,-0.0613530158437006,0.08,0.86
"249",-0.0437856323062586,-0.0426054213012983,-0.0453994046879125,-0.0453889394192952,0.08,0.88
"250",-0.0262714000637105,-0.0255845707254143,-0.0281350075626698,-0.0281295565208046,0.08,0.9
"251",-0.00740210941514108,-0.00721390728459204,-0.00948854466562188,-0.00948704987618143,0.08,0.92
"252",0.0128913271235322,0.0125685477505504,0.0106139279438774,0.0106125411031008,0.08,0.940000000000001
"253",0.0346615212467498,0.0338003385648711,0.0322221361594142,0.0322188530647549,0.08,0.960000000000001
"254",0.0579223486152656,0.0564532000173158,0.0553541903583252,0.0553497561461909,0.08,0.980000000000001
"255",0.0826469914824471,0.0800170520229723,0.0799775824157271,0.0799764737945065,0.08,1
"256",-0.267871129160162,-0.248497646499778,-0.253944972013358,-0.253602892672001,0.1,0
"257",-0.26640201040644,-0.246937690105166,-0.25236688616681,-0.251955186023248,0.1,0.02
"258",-0.264226978621983,-0.24521801424441,-0.250717647913562,-0.250288834492321,0.1,0.04
"259",-0.261589885425781,-0.243336303608919,-0.248994505376199,-0.248613604507125,0.1,0.06
"260",-0.260023392274755,-0.241713385438956,-0.247194380121551,-0.246856193147789,0.1,0.08
"261",-0.257728011845577,-0.239975175818949,-0.245313833986033,-0.24501371275634,0.1,0.1
"262",-0.254943660586862,-0.238046987866779,-0.243372239570696,-0.243082840116023,0.1,0.12
"263",-0.253062411778738,-0.235926588109629,-0.24141715942482,-0.241059822224804,0.1,0.14
"264",-0.250450250049888,-0.233996638024886,-0.239366929558323,-0.239016230102913,0.1,0.16
"265",-0.247792844824143,-0.231944428802275,-0.237217397956493,-0.236910281735867,0.1,0.18
"266",-0.245331567518453,-0.229668529493251,-0.234963861841196,-0.234695079153296,0.1,0.2
"267",-0.242271902626036,-0.227327239087969,-0.23262391149163,-0.232365999341247,0.1,0.22
"268",-0.239696111048991,-0.225053095767494,-0.230241977256208,-0.22991775907564,0.1,0.24
"269",-0.236577652988296,-0.222520199671337,-0.227736079902544,-0.22745245467292,0.1,0.26
"270",-0.23361162516847,-0.219888990483073,-0.225100149174065,-0.224855365779901,0.1,0.28
"271",-0.230336323414166,-0.217273047537272,-0.222339399971103,-0.222116203116911,0.1,0.3
"272",-0.227073514956304,-0.214360061267902,-0.219515444237362,-0.219238237420804,0.1,0.32
"273",-0.223540630555875,-0.211480044786629,-0.216535361715332,-0.216299379272254,0.1,0.34
"274",-0.220017564339583,-0.208380594469383,-0.213390777937199,-0.213190096777062,0.1,0.36
"275",-0.21614910452589,-0.20514262530371,-0.210135076242872,-0.209901739916317,0.1,0.38
"276",-0.212348791400166,-0.201775595794221,-0.206720195023674,-0.206509780080159,0.1,0.4
"277",-0.208215199505621,-0.198210086982296,-0.203106219284262,-0.202929873330527,0.1,0.42
"278",-0.203973196176189,-0.194481214567519,-0.199347854545042,-0.199138272206432,0.1,0.44
"279",-0.19955285674476,-0.19058008056079,-0.195382204976121,-0.195208978554148,0.1,0.46
"280",-0.194859029830656,-0.186382322011532,-0.191193857735548,-0.191030783263157,0.1,0.48
"281",-0.190012257204775,-0.182100191031752,-0.186809047706017,-0.186647562766595,0.1,0.5
"282",-0.184932488485793,-0.177511510329853,-0.182146741554329,-0.182012638944872,0.1,0.52
"283",-0.179575933502975,-0.172633130128881,-0.177261783052258,-0.177119063360683,0.1,0.54
